Crash_Date,Crash_Time,Aircraft_SN,Aircraft_Type,Summarized_Name,Ejection_Seats,Base,Wing,Squadron,Mission_Type,Weapon,Target_Objective,Ceiling_Vis,Maneuver,Pass,Angle,Altitude,Airspeed,Mission_Phase,Where_Hit,Fire_Observed,Hit_Country,Loss_Country,Latitude,Longitude,Defense_Type,Defense_Category,Pilot_Hit,Pilot_Rank,Pilot,Pilot_Egress,Pilot_Condition,Pilot_Recovered,Pilot_Status
1968-04-03 00:00:00,0425D,521586,RB-57,B-57 Canberra,Y,PHR,35TFW,8TBS,"",_,Ban Te Bang ford,/..,Pull up,2,0,0,0,At target,Left wing,N,LS,SVn,11.6,108.95,Heavy aimed 37mm AAA (poss. combat associated),AAA,N,Maj,Zock R.,Crashlanded,Uninjured,_,Recovered
1968-04-03 00:00:00,0809D,650909,RF-4C,F-4 Phantom,Y,UDN,432TRW,11TRS,"",_,Road strips,/..,_,0,0,0,0,_,_,_,NVn,NVn,,,Gunfire (poss. combat associated),Automatic Weapons,_,Capt,Rexroad R. R.,_,_,_,MIA
1968-04-06 00:00:00,0504D,552911,F-100D,F-100 Super Sabre,Y,PHR,35TFW,615TFS,"",_,Troops,/..,Dive,2,0,0,0,At target,_,N,SVn,SVn,14.05,108.483333333333,Automatic weapons,AAA,p,Capt,Canup W. D.,Crash,_,_,KIA
1968-04-06 00:00:00,0504D,552911,F-100D,F-100 Super Sabre,Y,PHR,35TFW,615TFS,"",_,Troops,/..,Dive,2,0,0,0,At target,_,N,SVn,SVn,14.05,108.483333333333,Automatic weapons,AAA,p,Capt,Canup W. D.,Crash,_,_,KIA
1968-04-07 00:00:00,0322D,563839,F-100F,F-100 Super Sabre,Y,PHC,37TFW,416TFS,"",_,Truck park on Route 191,/2,Dive,0,0,5500,0,At target,_,Y,NVn,LS,17.85,105.516666666667,37mm AAA,AAA,N,Maj,Tapman T. F.,Ejection,Minor injuries,USAF Helo,Recovered
1968-04-13 00:00:00,0345D,660383,RF-4C,F-4 Phantom,Y,TSN,460TRW,12TRS,"",_,"Route 165, segment D",/..,Level,2,0,2000,0,At target,_,Y,LS,LS,15.2,107.033333333333,Gunfire,Automatic Weapons,_,Maj,Stischer W. M,Ejection,_,_,POW (returned)
1968-04-15 00:00:00,0630D,638337,F-105D,F-105 Thunderchief,Y,TKL,355TFW,357TFS,"",_,Trucks,/..,_,0,0,5000,0,At target,Tail,Y,NVn,Sea,16.4166666666667,108.333333333333,Moderate barrage 37mm AAA,AAA,N,Col,Winn D. W.,Ejection,Injured,USAF Helo,Recovered
1968-04-15 00:00:00,0830D,610206,F-105D,F-105 Thunderchief,Y,KRT,388TFW,34TFS,"",_,_,/..,_,0,0,4000,420,_,_,Y,NVn,NVn,17.6666666666667,106.416666666667,Heavy barrage 37/57mm AAA,AAA,_,Maj,Metz J. H.,Ejection,_,_,POW (died)
1968-04-17 00:00:00,0701D,6714518,A-37A,A-37 Dragonfly,Y,BHA,3TFW,604ACS,"",_,Automatic weapons site,/..,_,3,0,0,0,_,Right fuselage,Y,SVn,SVn,11.9166666666667,107.133333333333,Heavy automatic weapons,Automatic Weapons,_,Capt,Held J. W.,Ejection,_,_,KIA
1968-04-21 00:00:00,0615D,6721420,O-2,O-2 Skymaster,N,DNG,504TAS,20TASS,"",_,_,/..,Level,0,0,4000,0,At target,Aft tail,N,SVn,SVn,16.6333333333333,106.733333333333,Gunfire,Automatic Weapons,N,Capt,Parr W. D.,Crashlanded,Injured,USAF Helo,Recovered
1968-04-21 00:00:00,0630D,668778,F-4D,F-4 Phantom,Y,DNG,366TFW,390TFS,"",_,Enemy in trenches,4000/5,_,0,0,2500,0,_,_,N,SVn,SVn,16.4666666666667,107.216666666667,Automatic weapons/small arms,Small Arms Fire,p,Maj,Riggins R. P.,Crash,_,_,KIA
1968-04-21 00:00:00,1045Ds,667600,F-4D,F-4 Phantom,Y,DNG,366TFW,480TFS,"",_,_,/..,_,0,0,0,0,_,_,_,NVn,Sea,17.0833333333333,107.75,Gunfire,Automatic Weapons,_,Maj,Webster C. R.,Ejection,_,USN Helo,Recovered
1968-04-22 00:00:00,1520N,660024,F-111A,F-111 Aardvark,Y,TKL,355TFW,428TFS,"",_,Phuong Chay highway ferry,/..,_,0,0,0,0,At target,_,_,LS,LS,,,(Combat associated),Other,_,LtCol,Palmgren E. D.,_,_,_,KIA
1968-04-24 00:00:00,1345N,667541,F-4D,F-4 Phantom,Y,DNG,366TFW,480TFS,"",_,Storage area,/..,_,0,0,0,0,At target,_,_,NVn,NVn,17.6,106.333333333333,Gunfire (poss. combat associated),Automatic Weapons,_,LtCol,Vinson B. G.,_,_,_,MIA
1968-04-25 00:00:00,0155N,52142048,A-1J,A-1 Skyraider,Y,PLK,14ACW,602ACS,"",_,Trucks,/..,Pull up,0,0,0,0,At target,Center fuselage,Y,LS,LS,16.3333333333333,106.333333333333,37mm AAA,AAA,_,LtCol,Schultz H. D.,Ejection,_,_,Recovered
1968-04-25 00:00:00,1237N,668736,F-4D,F-4 Phantom,Y,UBN,8TFW,497TFS,"",_,Fifteen trucks,/..,Pull up,0,0,0,0,At target,_,_,NVn,NVn,17.5833333333333,106.283333333333,37mm AAA (prob.),AAA,_,Maj,Mitchell A. C.,_,_,_,MIA
1968-04-26 00:00:00,0616D,600298,C-130,C-130 Hercules,N,TSN,463TAW,773TAS,"",_,Not applicable,/..,Level,0,0,0,0,Enroute,Tail,N,SVn,SVn,16.2666666666667,107.233333333333,37mm AAA,AAA,N,Maj,Stow L. R.,Crash,_,_,KIA
1968-04-26 00:00:00,1017Ds,52132582,A-1E,A-1 Skyraider,Y,NKP,56ACW,1ACS,"",_,_,/6,Level,0,0,4500,130,Return,Left wing,N,LS,LS,17.25,105.833333333333,Heavy aimed 37mm AAA,AAA,N,LtCol,Saffell J. A.,Ejection,Minor injuries,u Helo,Recovered
1968-04-28 00:00:00,0940D,660398,RF-4C,F-4 Phantom,Y,TSN,460TRW,16TRS,"",_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,,,(Combat associated),Other,_,LtCol,Cook W. R.,_,_,_,MIA
1968-04-28 00:00:00,0940D,668757,F-4D,F-4 Phantom,Y,DNG,366TFW,389TFS,"",_,Phuong Thieu highway ferry,/..,Level,0,0,7000,480,At target,_,_,NVn,NVn,17.2166666666667,106.733333333333,Heavy aimed 85mm AAA (prob.),AAA,_,LtCol,Finlay J. S. III,_,_,_,POW (returned)
1968-04-28 00:00:00,1240N,6721367,O-2A,O-2 Skymaster,N,DNG,504TAS,20TASS,"",_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,16.2833333333333,107.3,(Combat associated),Other,p,Capt,Lang J. F.,Crash,_,USAF Helo,KIA
1968-04-30 00:00:00,0540D,5112438,O-1G,O-1 Bird Dog,N,BHA,504TAS,19TASS,"",_,_,/..,Climb,0,0,0,0,Enroute,Left engine,_,SVn,SVn,10.4666666666667,105.583333333333,Light aimed small arms,Small Arms Fire,_,Capt,Payne I. S.,Crashlanded,Minor injuries,USAF,Recovered
1968-04-30 00:00:00,1530N,6417648,A-26A,A-26 Invader,Y,UDN,56ACW,609ACS,"",Napalm,Two trucks,/..,_,0,0,0,0,At target,Engine,_,LS,LS,16.9333333333333,105.983333333333,37mm AAA,AAA,p,Capt,Pietsch R. E.,_,_,_,MIA
1968-05-04 00:00:00,0705D,5111976,O-1G,O-1 Bird Dog,N,BHA,_,19TASS,"",_,_,/..,_,0,0,50,0,_,Engine,N,SVn,SVn,10.6166666666667,107.216666666667,Gunfire,Automatic Weapons,N,Maj,Gregory C. R.,Crashlanded,_,USAF,Recovered
1968-05-04 00:00:00,1830N,4376207,AC-47,AC-47 Gunship I,N,PHC,14ACW,4ACS,"",_,Rocket sites,/..,_,0,0,0,0,At target,_,_,SVn,SVn,14,108.016666666667,Automatic weapons,AAA,_,Capt,Merry D. L.,Crash,_,_,KIA
1968-05-04 00:00:00,1830N,4316159,AC-47,AC-47 Gunship I,N,PHC,14ACW,4ACS,"",_,Rocket sites,/..,_,0,0,0,0,At target,_,_,SVn,SVn,14.0333333333333,108.05,Gunfire,Automatic Weapons,_,LtCol,Harris L. E.,Crash,_,_,KIA
1968-05-05 00:00:00,0249D,52137612,A-1H,A-1 Skyraider,Y,PLK,14ACW,6ACS,"",_,Troops,/..,Level,0,0,1500,0,Return,_,N,SVn,SVn,14.8333333333333,108.216666666667,Gunfire,Automatic Weapons,p,Capt,Oberdier L. D.,Crash,_,_,KIA
1968-05-07 00:00:00,0355D,52142059,A-1J,A-1 Skyraider,Y,PLK,14ACW,6ACS,"",_,Gun site,/..,Strafe,4,0,0,0,At target,Right wing,Y,SVn,SVn,15.5833333333333,108.7,Gunfire,Automatic Weapons,_,Capt,Hayes H. G.,Ejection,Injured,Army Helo,Recovered
1968-05-10 00:00:00,0015D,562469,O-1E,O-1 Bird Dog,N,DNG,504TAS,20TASS,"",_,_,/..,Level,0,0,0,0,_,Engine,N,SVn,SVn,16.5,107.5,Gunfire,Automatic Weapons,N,Maj,Telshaw B. R.,Crashlanded,_,_,Recovered
1968-05-10 00:00:00,0150D,600415,F-105D,F-105 Thunderchief,Y,TKL,355TFW,357TFS,"",_,_,/..,Pull up,0,0,6200,0,At target,_,N,SVn,SVn,14.6833333333333,107.716666666667,Heavy 50cal AAA,AAA,N,Maj,Coons D. B.,Ejection,Minor injuries,Army Helo,Recovered
1968-05-12 00:00:00,0003D,52135272,A-1H,A-1 Skyraider,Y,PLK,14ACW,6ACS,"",_,Enemy troops,/..,Dive,0,0,0,0,At target,Left wing,_,SVn,SVn,15.4666666666667,107.783333333333,50cal AAA,AAA,_,LtCol,Swain J. N. Jr,Ejection,Minor injuries,Army Helo,Recovered
1968-05-12 00:00:00,0327D,6721333,O-2,O-2 Skymaster,N,DNG,504TAS,20TASS,"",_,Troops,/..,Dive,0,0,0,0,At target,_,Y,SVn,SVn,15.3333333333333,108.783333333333,Gunfire,Automatic Weapons,_,Capt,Scarborough G. E.,Crash,_,_,KIA
1968-05-12 00:00:00,0438D,6721336,O-2A,O-2 Skymaster,N,DNG,504TAS,20TASS,"",_,_,/..,_,0,0,0,0,At target,_,N,SVn,SVn,15.4333333333333,107.8,Gunfire,Automatic Weapons,N,Capt,Smothermon P. R.,Crashlanded,Uninjured,_,Recovered
1968-05-12 00:00:00,0700D,560548,C-130,C-130 Hercules,N,CRB,374TAW,21TASS,"",_,_,/..,Dive,0,0,0,0,Return,_,Y,SVn,SVn,15.4333333333333,107.8,Small arms,Small Arms Fire,_,LtCol,Delmore J.,Crash,_,_,Recovered
1968-05-12 00:00:00,0720D,600297,C-130,C-130 Hercules,N,TSN,463TAW,774TAS,"",_,_,/..,Takeoff,0,0,0,0,Enroute,_,Y,SVn,SVn,15.4333333333333,107.8,Gunfire,Automatic Weapons,_,Maj,Bucher B. L.,Crash,_,_,KIA
1968-05-16 00:00:00,1515N,667630,F-4D,F-4 Phantom,Y,UBN,8TFW,435TFS,"",_,Xuan Son area,/..,Dive,0,0,0,0,At target,_,_,NVn,NVn,17.6,106.283333333333,37mm AAA (prob. combat associated),AAA,p,Maj,Rickel D. J.,_,_,_,MIA
1968-05-17 00:00:00,0034D,562949,F-100D,F-100 Super Sabre,Y,PHC,37TFW,416TFS,"",_,Troops,/..,_,3,0,0,0,At target,_,_,SVn,SVn,13.9666666666667,108.95,Gunfire,Automatic Weapons,_,Capt,Mattox J. T.,Ejection,_,USAF Helo,Recovered
1968-05-17 00:00:00,0506D,572980,O-1F,O-1 Bird Dog,N,NTR,504TAS,21TASS,"",_,Automatic weapons site,/..,_,0,0,0,0,At target,_,_,SVn,SVn,14.3166666666667,107.716666666667,Gunfire,Automatic Weapons,p,Maj,Skaar W. A. Jr,Crash,_,_,KIA
1968-05-18 00:00:00,1005D,660442,RF-4C,F-4 Phantom,Y,UDN,432TRW,14TRS,"",_,_,/..,_,0,0,0,0,_,_,_,NVn,NVn,,,(Combat associated),Other,_,Capt,Uyeyama T.,_,_,_,POW (returned)
1968-05-18 00:00:00,1213N,553548,F-100D,F-100 Super Sabre,Y,BHA,3TFW,531TFS,"",Napalm,Troops,/..,_,1,0,0,0,At target,_,N,SVn,SVn,10.8666666666667,106.866666666667,Heavy automatic weapons,Automatic Weapons,p,Capt,Obenland R. R.,Crash,_,_,KIA
1968-05-18 00:00:00,2030N,668695,F-4D,F-4 Phantom,Y,UBN,8TFW,497TFS,"",_,Highway segment,/..,_,0,0,0,0,_,_,_,LS,LS,16.9,106.133333333333,(Combat associated),Other,_,Capt,Davies J. E.,_,_,_,KIA
1968-05-21 00:00:00,0832D,6721382,O-2,O-2 Skymaster,N,NKP,504TAS,23TASS,"",_,Route 96B,/..,_,0,0,0,0,At target,Right wing,Y,LS,NVn,15.55,106.85,37mm AAA (prob.),AAA,_,Maj,Dwyer G. T.,Ejection,Minor injuries,USAF Helo,Recovered
1968-05-22 00:00:00,1257N,660246,F-4D,F-4 Phantom,Y,UBN,8TFW,433TFS,"",_,Six trucks,/..,Roll in,0,0,6000,0,At target,_,_,NVn,NVn,17.55,106.283333333333,(Poss. 85mm AAA),AAA,_,Capt,Crews J. H. III,_,_,_,KIA
1968-05-22 00:00:00,1450N,560477,C-130,C-130 Hercules,N,UBN,315AD,41TASS,"",_,_,/..,_,0,0,0,0,_,_,_,LS,LS,16.3333333333333,106.5,(Combat associated),Other,_,LtCol,Mason W. H.,_,_,_,MIA
1968-05-23 00:00:00,2259D,6714527,A-37,A-37 Dragonfly,Y,_,3TFW,604ACS,"",_,Gun site,/..,Strafe,3,0,0,0,At target,_,_,SVn,SVn,11.3833333333333,107.033333333333,Gunfire,Automatic Weapons,_,2Lt,Whitehill D. H.,Crash,_,_,KIA
1968-05-23 00:00:00,2331D,540588,UC-123,C-123 Provider,N,BNH,834AD,12ACS,"",_,_,/..,Pull up,0,0,0,0,At target,"",Y,SVn,SVn,8.58333333333333,105.05,Heavy 50cal AAA,AAA,_,LtCol,Rucker E. Jr,Crash,_,_,KIA
1968-05-24 00:00:00,0300D,6721335,O-2,O-2 Skymaster,N,DNG,504TAS,20TASS,"",_,_,/..,Level,0,0,1000,0,At target,Aft engine,N,SVn,SVn,15.9,107.95,Heavy aimed 50cal AAA (prob.),AAA,N,Maj,Loftus R. T.,Crashlanded,Uninjured,Army Helo,Recovered
1968-05-24 00:00:00,0920D,52137620,A-1H,A-1 Skyraider,Y,PLK,14ACW,6ACS,"",_,Enemy troops,/..,Strafe,3,0,500,0,At target,_,N,SVn,SVn,15.5666666666667,108.216666666667,50cal AAA,AAA,N,LtCol,Ford W. A.,Ejection,_,_,KIA
1968-05-25 00:00:00,0455D,667569,F-4D,F-4 Phantom,Y,UBN,8TFW,435TFS,"",_,Anti-aircraft gun position,/..,Pull up,1,0,6500,0,At target,Left engine,N,NVn,LS,17.3666666666667,105.6,37/57mm AAA,AAA,p,Capt,Ankeny D. J.,Ejection,Injured,USAF Helo,Recovered
1968-05-28 00:00:00,0225D,610194,F-105D,F-105 Thunderchief,Y,KRT,388TFW,34TFS,"",_,Troops and trucks,/..,Strafe,0,0,1800,0,At target,Center fuselage,Y,NVn,NVn,17.5166666666667,106.566666666667,Automatic weapons,AAA,N,Maj,Ingvalson R. E.,Ejection,Injured,_,POW (returned)
1968-05-30 00:00:00,0830D,6721405,O-2A,O-2 Skymaster,N,DNG,504TAS,20TASS,"",_,_,/..,_,0,0,0,0,_,_,_,LS,LS,,,AAA (poss. combat associated),AAA,_,Capt,Smith L. P. II,_,_,_,MIA
1968-05-30 00:00:00,0945D,600511,F-105D,F-105 Thunderchief,Y,KRT,388TFW,469TFS,"",_,Two trucks,/..,Strafe,0,0,100,0,At target,Right u,_,LS,LS,16.5666666666667,106.216666666667,Automatic weapons,AAA,_,Col,Phillips N. P.,Ejection,Minor injuries,USAF Helo,Recovered
1968-05-31 00:00:00,1113N,52135282,A-1H,A-1 Skyraider,Y,UDN,432TRW,602ACS,"",_,SAR for Street Car 304,/..,_,0,0,500,0,On station,_,_,LS,LS,16.5666666666667,106.3,Automatic weapons,AAA,_,Capt,Leonard E. W.,Ejection,Uninjured,_,POW (returned)
1968-06-01 00:00:00,0118D,640779,F-4C,F-4 Phantom,Y,CRB,12TFW,391TFS,"",_,Troops,/..,Strafe,7,0,0,0,At target,_,N,SVn,SVn,12.7,109.266666666667,Gunfire,Automatic Weapons,N,Maj,Ciarfeo G. P.,Ejection,_,_,KIA
1968-06-01 00:00:00,0155D,52139584,A-1E,A-1 Skyraider,Y,UDN,56ACW,602ACS,"",_,SAR for Street Car 304,/..,Orbit,0,0,4000,0,On station,Engine,N,LS,LS,16.4666666666667,106,37mm AAA,AAA,N,Maj,Palank W. G.,Ejection,Uninjured,USAF Helo,Recovered
1968-06-06 00:00:00,0130D,52132667,A-1E,A-1 Skyraider,Y,NKP,56ACW,1ACS,"",_,Igloo White support,/..,Pull up,0,0,4500,0,At target,_,_,u,SVn,16.7833333333333,106.783333333333,Mid-air collission (poss. combat associated),Mid-Air Collision,_,Capt,Kirkpatrick E. E.,Crash,Major injuries,USAF Helo,Recovered
1968-06-06 00:00:00,0130D,52133925,A-1E,A-1 Skyraider,Y,NKP,56ACW,1ACS,"",_,Igloo White support,/..,Pull up,0,0,4500,0,At target,_,N,u,SVn,16.7833333333333,106.766666666667,Mid-air collission (poss. combat associated),Mid-Air Collision,_,Maj,Nunn R. L. Jr,Crash,_,_,KIA
1968-06-08 00:00:00,0910D,610055,F-105D,F-105 Thunderchief,Y,KRT,388TFW,34TFS,"",_,Truck park,/..,Pull up,0,0,6000,0,At target,_,N,NVn,NVn,17.3,106.866666666667,37mm AAA,AAA,_,Maj,Light C. B.,Ejection,_,USAF Helo,Recovered
1968-06-09 00:00:00,0317D,668746,F-4D,F-4 Phantom,Y,UBN,8TFW,497TFS,"",_,SAR for Master 01,/..,Pull up,0,0,5000,0,On station,_,_,NVn,Sea,17.3333333333333,107.1,37mm AAA,AAA,_,Maj,Bergman W. B.,Ejection,Minor injuries,USAF Helo,Recovered
1968-06-09 00:00:00,2250D,564176,O-1E,O-1 Bird Dog,N,DNG,504TAS,20TASS,"",_,Enemy bunkers,/..,_,2,0,2250,0,At target,_,_,SVn,SVn,16.95,107.033333333333,12.7mm AAA,AAA,_,Maj,Ball R.,Crash,_,_,KIA
1968-06-12 00:00:00,2340D,6721415,O-2,O-2 Skymaster,N,DNG,504TAS,20TASS,"",_,_,/..,Level,0,0,2250,0,Enroute,_,N,SVn,SVn,15.2,108.916666666667,Gunfire,Automatic Weapons,p,Maj,Brenner D. G.,Crash,_,_,KIA
1968-06-16 00:00:00,0335D,572932,O-1F,O-1 Bird Dog,N,NTR,504TAS,21TASS,"",_,_,/..,Dive,1,0,0,0,At target,_,_,SVn,SVn,13.3666666666667,109.083333333333,Gunfire,Automatic Weapons,_,Maj,Ferguson W. A.,Crash,_,_,KIA
1968-06-18 00:00:00,1117D,552914,F-100D,F-100 Super Sabre,Y,PHR,35TFW,615TFS,"",_,_,/..,Takeoff,0,0,0,0,Enroute,Left fuselage,Y,SVn,SVn,11.4833333333333,108.85,Small arms,Small Arms Fire,_,Maj,Butler G. J.,Ejection,_,_,Recovered
1968-06-23 00:00:00,0040D,591765,F-105D,F-105 Thunderchief,Y,TKL,355TFW,333TFS,"",_,Three trucks,/..,Strafe,3,0,2500,0,At target,_,_,NVn,Sea,17.3666666666667,107.45,37mm AAA,AAA,N,Maj,Alder J. W.,Ejection,_,USAF Helo,Recovered
1968-06-23 00:00:00,1308N,668724,F-4D,F-4 Phantom,Y,UBN,8TFW,497TFS,"",_,IR 922A and Black Route,/..,_,0,0,0,0,At target,_,_,NVn,NVn,17.8666666666667,105.916666666667,(Combat associated),Other,p,LtCol,Casey D. F.,_,_,_,MIA
1968-06-24 00:00:00,0400D,563339,F-100D,F-100 Super Sabre,Y,BHA,3TFW,90TFS,"",_,Troops,/..,Orbit,0,0,2000,0,At target,_,Y,SVn,SVn,9.15,105.15,Gunfire,Automatic Weapons,_,LtCol,Savage W. G.,Ejection,_,_,Recovered
1968-06-25 00:00:00,0312D,553535,F-100D,F-100 Super Sabre,Y,PHC,37TFW,416TFS,"",_,Troops,/..,Dive,3,0,0,0,At target,_,N,SVn,SVn,13.6166666666667,109.166666666667,(Combat associated),Other,p,1Lt,Scott R. M.,Crash,_,_,KIA
1968-06-25 00:00:00,0610D,621861,C-130,C-130 Hercules,N,THA,314TAW,50TAS,"",_,_,/..,_,0,0,0,0,_,Left wing,Y,SVn,SVn,11.3166666666667,106.066666666667,Gunfire,Automatic Weapons,N,1Lt,Hatch F. A. III,Crashlanded,Uninjured,_,Recovered
1968-06-25 00:00:00,1723N,637755,RF-4C,F-4 Phantom,Y,UDN,432TRW,11TRS,"",_,_,/..,Level,0,0,15000,0,Enroute,Aft fuselage,Y,LS,LS,17.45,105.183333333333,Gunfire (combat associated),Automatic Weapons,N,Capt,Jones M. S.,Ejection,Minor injuries,USAF Helo,Recovered
1968-06-26 00:00:00,0550D,686879,O-2,O-2 Skymaster,N,DNG,504TAS,20TASS,"",_,_,/..,Dive,1,45,550,0,At target,_,N,NVn,NVn,17.0333333333333,106.55,(Combat associated),Other,p,Maj,Woods R. F.,Crash,_,_,KIA
1968-06-28 00:00:00,0545D,52135291,A-1H,A-1 Skyraider,Y,PLK,14ACW,6ACS,"",Napalm,Truck on Route 922,/..,_,1,0,300,0,At target,Tail,Y,LS,LS,16.3333333333333,107.016666666667,50cal AAA,AAA,p,Maj,Johns P. F.,_,_,_,MIA
1968-06-30 00:00:00,2305D,563372,F-100D,F-100 Super Sabre,Y,PHR,35TFW,352TFS,"",_,Bunkers,/..,Pull up,0,0,1100,0,At target,Left wing,Y,SVn,SVn,10.5833333333333,106.533333333333,Gunfire,Automatic Weapons,N,Capt,Davis F. F.,Ejection,_,Army Helo,Recovered
1968-07-01 00:00:00,0040D,610118,F-105D,F-105 Thunderchief,Y,TKL,355TFW,333TFS,"",_,SAM on carrier,/..,Pull up,1,0,0,0,At target,_,Y,NVn,NVn,16.7333333333333,106.733333333333,Automatic weapons,AAA,N,LtCol,Modica J. Jr,Ejection,Minor injuries,USAF Helo,Recovered
1968-07-02 00:00:00,0015D,563122,F-100D,F-100 Super Sabre,Y,THA,31TFW,306TFS,"",Napalm,Landing Zone preparation,/..,_,1,10,0,450,At target,_,_,SVn,SVn,14.5833333333333,108.833333333333,Gunfire,Automatic Weapons,_,1Lt,Lagrange L.,Crash,_,_,KIA
1968-07-02 00:00:00,0129D,52137601,A-1H,A-1 Skyraider,Y,PLK,633CSG,6ACS,"",_,RESCAP for Scotch 03,/..,_,0,0,5000,0,On station,_,Y,SVn,SVn,16.9166666666667,106.9,Heavy 37mm AAA,AAA,_,Maj,Tipping H. A.,Crash,_,_,KIA
1968-07-04 00:00:00,0210D,637496,F-4C,F-4 Phantom,Y,CRB,12TFW,391TFS,"",_,Troops,/..,Strafe,9,0,3000,0,At target,Left engine,Y,SVn,SVn,12.1,109.116666666667,Gunfire,Automatic Weapons,N,1Lt,Jaeger J. B.,Ejection,Minor injuries,Army Helo,Recovered
1968-07-04 00:00:00,1820N,552900,F-100D,F-100 Super Sabre,Y,PHR,35TFW,352TFS,"",_,_,/..,Climb,0,0,3500,0,Enroute,Fuselage,Y,SVn,SVn,10.0833333333333,105.716666666667,Small arms (crashlanding due to low fuel),Small Arms Fire,N,Maj,Ellard J. S.,Crashlanded,Major injuries,_,Recovered
1968-07-05 00:00:00,2010N,637713,F-4C,F-4 Phantom,Y,CRB,12TFW,557TFS,"",_,Mi Le highway ferry,/..,_,0,0,5000,0,At target,_,Y,NVn,NVn,17.2166666666667,106.333333333333,Gunfire,Automatic Weapons,p,Maj,Silver E. D.,_,_,_,MIA
1968-07-05 00:00:00,0530D,581226,F-100F,F-100 Super Sabre,Y,PHR,37TFW,614TFS,"",_,SAM site,/..,_,0,0,4000,0,At target,Tail,N,NVn,NVn,16.6666666666667,107.5,Heavy 37mm AAA,AAA,N,Col,Hardy P. B.,Ejection,Minor injuries,USAF Helo,Recovered
1968-07-05 00:00:00,0900D,667756,F-4D,F-4 Phantom,Y,UBN,8TFW,433TFS,"",_,Gun site,/..,Dive,0,0,0,0,At target,Aft fuselage,Y,NVn,NVn,17.6,106.433333333333,37mm AAA,AAA,_,LtCol,Crumpler C. B.,Ejection,Uninjured,_,POW (returned)
1968-07-08 00:00:00,1135Ds,667671,F-4D,F-4 Phantom,Y,UBN,8TFW,433TFS,"",_,Trucks,/..,Roll in,1,20,500,0,At target,_,_,NVn,NVn,17.2166666666667,106.466666666667,Gunfire,Automatic Weapons,p,1Lt,Mosley C. W.,Ejection,Uninjured,_,Recovered
1968-07-09 00:00:00,0705D,52139575,A-1E,A-1 Skyraider,Y,NKP,56ACW,602ACS,"",_,Landing Zone preparation,/..,Climb,0,0,1500,250,At target,_,_,LS,LS,20.25,103.583333333333,Small arms,Small Arms Fire,p,LtCol,Buice W. A.,Ejection,Injured,USAF Helo,Recovered
1968-07-09 00:00:00,0720D,563124,F-100D,F-100 Super Sabre,Y,THA,31TFW,309TFS,"",_,Gun site,/..,Dive,0,20,0,0,At target,_,Y,SVn,SVn,16.6333333333333,106.683333333333,Gunfire,Automatic Weapons,_,Maj,Ryan M. K.,Ejection,Minor injuries,USMC Helo,Recovered
1968-07-10 00:00:00,0145D,52135251,A-1H/J,A-1 Skyraider,Y,NKP,56ACW,602ACS,"",_,Military structure,/..,Strafe,0,0,1200,0,At target,_,N,LS,LS,20.0833333333333,103.883333333333,Small arms,Small Arms Fire,N,Maj,Jennings H. R.,Ejection,Minor injuries,AA Helo,Recovered
1968-07-13 00:00:00,0440D,600453,F-105D,F-105 Thunderchief,Y,KRT,388TFW,34TFS,"",_,POL drums transshipment point,/..,Roll in,0,30,6000,0,At target,Aft fuselage,Y,NVn,THL,17.3666666666667,102.8,AAA,AAA,N,1Lt,Confer G. R.,Crld at UDN,Minor injuries,_,Recovered
1968-07-14 00:00:00,0834N,624367,F-105D,F-105 Thunderchief,Y,TKL,355TFW,333TFS,"",_,Truck,/..,Strafe,0,0,8000,0,At target,_,Y,NVn,NVn,17.6166666666667,106.25,37mm AAA (poss.),AAA,N,Maj,Hanna R. K.,Ejection,Injured,USAF Helo,Recovered
1968-07-14 00:00:00,0920D,553722,F-100D,F-100 Super Sabre,Y,PHC,37TFW,612TFS,"",Napalm,_,/..,_,2,0,1500,0,At target,_,Y,SVn,SVn,16.3333333333333,107.166666666667,Heavy 37mm AAA (poss.),AAA,N,Capt,Piner J. T.,Ejection,Uninjured,USMC Helo,Recovered
1968-07-14 00:00:00,1040D,542004,F-100,F-100 Super Sabre,Y,PHC,37TFW,174TFS,"",_,_,/..,_,2,0,200,0,At target,_,Y,SVn,SVn,16.35,107.133333333333,Heavy 37mm AAA,AAA,N,1Lt,Brown W. K.,Ejection,_,_,KIA (chute failure)
1968-07-15 00:00:00,0250D,638353,F-105F,F-105 Thunderchief,Y,KRT,388TFW,44TFS,"",_,Suspected SAM site,/..,Pull up,0,0,0,0,At target,_,_,NVn,NVn,17.4833333333333,106.5,Aimed 37mm AAA,AAA,_,Maj,James G. D.,Ejection,Injured,_,POW (returned)
1968-07-17 00:00:00,0030D,6721384,O-2,O-2 Skymaster,N,NKP,56ACW,23TASS,"",_,Igloo White,/..,Level,0,0,3600,0,On station,Forward engine,N,LS,LS,16.7,105.283333333333,Small arms,Small Arms Fire,N,LtCol,Ferguson S. O.,Crld at AB,Uninjured,USAF Helo,Recovered
