Crash_Date,Crash_Time,Aircraft_SN,Aircraft_Type,Summarized_Name,Ejection_Seats,Base,Wing,Squadron,Mission_Type,Weapon,Target_Objective,Ceiling_Vis,Maneuver,Pass,Angle,Altitude,Airspeed,Mission_Phase,Where_Hit,Fire_Observed,Hit_Country,Loss_Country,Latitude,Longitude,Defense_Type,Defense_Category,Pilot_Hit,Pilot_Rank,Pilot,Pilot_Egress,Pilot_Condition,Pilot_Recovered,Pilot_Status
1962-02-11 00:00:00,_,4315732,SC-47A,C-47 Skytrain,N,BHA,_,4400CCTS,"",_,Leaflet drop near Dalat,/..,_,0,0,0,0,_,_,_,SVn,SVn,11.75,107,Gunfire (combat associated),Automatic Weapons,_,Capt,Kissam E. K.,Crash,_,_,KIA
1962-08-28 00:00:00,_,538376,T-28B,T-28 Trojan,N,_,_,_,"",_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,,,Gunfire,Automatic Weapons,_,Capt,Simpson R. L.,_,_,_,KIA
1962-10-15 00:00:00,_,625909,U-10,U-10 Courier,N,_,_,_,"",_,Not applicable,/..,_,0,0,0,0,_,_,_,SVn,SVn,,,Gunfire,Automatic Weapons,_,Capt,Booth H. W.,Crash,_,_,KIA
1962-10-16 00:00:00,_,538365,T-28B,T-28 Trojan,N,_,_,_,"",_,Not applicable,/..,_,0,0,0,0,_,_,_,SVn,SVn,,,Gunfire,Automatic Weapons,_,Capt,Chambers B. L.,Ejection,Minor injuries,_,Recovered
1962-11-05 00:00:00,_,4435530,RB-26B,B-26 Invader,N,_,_,_,"",_,_,/..,_,0,0,0,0,At target,_,_,SVn,SVn,,,Gunfire,Automatic Weapons,_,Capt,Bennett R. D.,Crash,_,_,KIA
1963-02-03 00:00:00,_,4435692,B-26B,B-26 Invader,N,_,_,_,"",_,_,/..,Strafe,0,0,0,0,At target,_,_,SVn,SVn,,,Small arms,Small Arms Fire,_,Capt,Shaugnessy J.,Crash,_,_,KIA
1963-02-06 00:00:00,_,4435507,RB-26B,B-26 Invader,N,_,_,_,"",_,_,/..,_,0,0,0,0,_,Engine,_,SVn,SVn,,,Gunfire,Automatic Weapons,_,Maj,ONeill J. R.,Crash,_,_,KIA
1963-04-08 00:00:00,_,4435525,B-26B,B-26 Invader,N,_,_,_,"",_,_,/..,Strafe,0,0,0,0,At target,Left wing,_,SVn,SVn,,,Gunfire,Automatic Weapons,_,Capt,Mitchell A. C.,Crash,_,_,KIA
1963-06-27 00:00:00,_,538375,T-28B,T-28 Trojan,N,_,_,_,"",_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,,,Gunfire,Automatic Weapons,_,Capt,Terry C. H.,Crash,_,_,KIA
1963-08-16 00:00:00,_,4434681,B-26B,B-26 Invader,N,_,_,_,"",_,_,/..,_,0,0,0,0,_,Left wing,_,SVn,SVn,,,Gunfire,Automatic Weapons,_,Capt,McClean J. H.,Crash,_,_,KIA
1963-09-02 00:00:00,_,4434682,B-26B,B-26 Invader,N,_,_,_,"",_,Not applicable,/..,_,0,0,0,0,Return,_,_,SVn,SVn,,,Gunfire (combat associated),Automatic Weapons,_,Capt,Purcell H. P.,_,_,_,KIA
1963-09-10 00:00:00,_,538367,T-28B,T-28 Trojan,N,_,_,_,"",_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,,,Automatic weapons,AAA,_,Capt,Meek E. C.,Crash,Major injuries,u Helo,Recovered
1963-10-08 00:00:00,_,538373,T-28B,T-28 Trojan,N,_,_,_,"",_,_,/..,Dive,0,0,0,0,_,_,_,SVn,SVn,,,Gunfire,Automatic Weapons,_,Capt,Wadsworth D. A.,Crash,_,_,KIA
1963-10-24 00:00:00,_,564385,C-123,C-123 Provider,N,TSN,315TCW,_,"",_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,,,Heavy gunfire,Automatic Weapons,_,Capt,Fitzgerald W. M.,Crash,_,_,KIA
1963-11-24 00:00:00,_,4435703,B-26B,B-26 Invader,N,_,_,_,"",_,Not applicable,/..,_,0,0,0,0,_,_,_,SVn,SVn,,,Gunfire,Automatic Weapons,_,Capt,Cody H. R.,Crash,_,_,KIA
1963-12-06 00:00:00,_,4435782,B-26B,B-26 Invader,N,_,_,_,"",_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,,,Gunfire,Automatic Weapons,_,Capt,Bitton G. W.,Crash,_,_,KIA
1964-01-14 00:00:00,_,4435566,B-26B,B-26 Invader,N,BHA,34TASG,1ACS,"",_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,,,Gunfire,Automatic Weapons,_,Maj,Mitchell C. B.,Crash,_,_,KIA
1964-01-14 00:00:00,_,538372,T-28D,T-28 Trojan,N,_,_,_,"",_,_,/..,Dive,0,0,0,0,At target,Left wing,Y,SVn,SVn,,,Gunfire,Automatic Weapons,_,Capt,Adkins E. M.,Crashlanded,Minor injuries,_,Recovered
1964-02-18 00:00:00,_,538369,T-28,T-28 Trojan,N,_,_,_,"",_,VietCong in foxholes,/..,_,0,0,0,0,_,Right wing,Y,SVn,SVn,,,Gunfire,Automatic Weapons,_,u,u,Crashlanded,Uninjured,_,Recovered
1964-02-19 00:00:00,_,538855,T-28,T-28 Trojan,N,_,_,_,"",_,_,/..,Strafe,6,0,0,0,At target,_,_,SVn,SVn,,,Gunfire,Automatic Weapons,_,Capt,Lukasik B. F.,Crash,_,_,KIA
1964-03-24 00:00:00,_,538362,T-28,T-28 Trojan,N,BHA,34TASG,_,"",_,_,/..,Dive,3,35,1600,250,At target,"",_,SVn,SVn,,,Gunfire,Automatic Weapons,_,Capt,Shank E. G.,Crash,_,_,KIA
1964-03-26 00:00:00,_,554695,O-1F,O-1 Bird Dog,N,KSN,_,19TASS,"",_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,,,Gunfire,Automatic Weapons,_,Capt,Whitesides R. L.,_,_,_,KIA
1964-04-09 00:00:00,_,538361,T-28B,T-28 Trojan,N,_,_,_,"",_,_,/..,Strafe,3,0,0,0,At target,_,_,SVn,SVn,,,Gunfire,Automatic Weapons,_,Capt,Brumet R. N.,Crash,_,_,KIA
1964-06-26 00:00:00,_,517871,T-28D,T-28 Trojan,N,BHA,_,1ACS,"",Napalm,_,/..,_,2,0,0,0,At target,Engine,_,SVn,SVn,,,Gunfire,Automatic Weapons,_,Capt,Johnson E. S.,Ejection,Uninjured,Helo,Recovered
1964-08-06 00:00:00,_,533870,B-57B,B-57 Canberra,Y,CLK,405FW,_,"",_,Not applicable,/..,_,0,0,0,0,Enroute,_,_,SVn,SVn,,,Gunfire,Automatic Weapons,_,Capt,Cutrer F. C.,Crash,_,_,KIA
1964-08-14 00:00:00,_,624371,F-105,F-105 Thunderchief,Y,TKL,41AD,36TFS,"",_,_,/..,_,0,0,0,0,_,Aft fuselage,_,LS,THL,,,Gunfire,Automatic Weapons,_,u,u,_,Uninjured,_,Recovered
1964-08-14 00:00:00,_,624371,F-105,F-105 Thunderchief,Y,TKL,41AD,36TFS,"",_,_,/..,_,0,0,0,0,_,Aft fuselage,_,LS,THL,,,Gunfire,Automatic Weapons,_,u,u,_,Uninjured,_,Recovered
1964-08-18 00:00:00,_,563085,F-100D,F-100 Super Sabre,Y,TKL,_,428TFS,"",_,_,/..,_,0,0,0,0,_,_,N,LS,LS,,,Gunfire,Automatic Weapons,N,1Lt,Clark C. A.,Ejection,Uninjured,u Helo,Recovered
1964-08-29 00:00:00,N,52132465,A-1E,A-1 Skyraider,Y,BHA,34TACG,1ACS,"",_,Not applicable,/..,_,0,0,0,0,Enroute,_,_,SVn,SVn,,,30cal AAA,AAA,p,Capt,Goss R. D.,Crash,_,_,KIA
1964-09-22 00:00:00,N,52132441,A-1E,A-1 Skyraider,Y,BHA,34TACG,1ACS,"",_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,9.5,105.583333333333,50cal AAA,AAA,_,1Lt,Flynn C. E. III,Crashlanded,_,_,KIA
1964-09-22 00:00:00,N,52132656,A-1E,A-1 Skyraider,Y,BHA,34TACG,1ACS,"",_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,9.5,105.583333333333,50cal AAA,AAA,_,Capt,May W. H.,Ejection,Uninjured,_,Recovered
1964-09-26 00:00:00,_,52132450,A-1E,A-1 Skyraider,Y,BHA,34TACG,1ACS,"",_,_,/..,_,2,0,0,0,At target,_,_,SVn,SVn,10.0833333333333,106.066666666667,Gunfire,Automatic Weapons,_,Maj,Harris W. C.,Crashlanded,Uninjured,u Helo,Recovered
1964-10-02 00:00:00,_,52132654,A-1E,A-1 Skyraider,Y,BHA,34TACG,1ACS,"",Napalm,_,/..,_,4,0,0,0,At target,_,_,SVn,SVn,9.56666666666667,106.45,Gunfire,Automatic Weapons,_,Capt,Walker K. E.,Crash,_,_,KIA
1964-10-24 00:00:00,_,554549,C-123,C-123 Provider,N,_,_,_,"",_,Bu Prang Hit Dak dam,/..,_,0,0,0,0,Enroute,Right engine,_,CMB,CMB,,,Gunfire,Automatic Weapons,_,1Lt,Bourque V. M.,Crash,_,_,KIA
1964-10-26 00:00:00,_,52132411,A-1E,A-1 Skyraider,Y,TSN,34TACG,1ACS,"",Napalm,_,/..,_,0,0,0,0,At target,_,_,SVn,SVn,10.8,106.583333333333,Gunfire,Automatic Weapons,_,1Lt,Dyer G. C.,Crash,_,_,KIA
1964-11-07 00:00:00,0430D,572828,O-1F,O-1 Bird Dog,N,BHA,34TACG,1ACS,"",_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,,,Gunfire,Automatic Weapons,_,LtCol,Holman A. H.,Crashlanded,Minor injuries,_,Recovered
1964-11-19 00:00:00,_,517870,T-28D,T-28 Trojan,N,UDN,35TACG,_,"",_,Not applicable,/..,_,0,0,0,0,Enroute,_,_,SVn,SVn,,,30cal AAA,AAA,_,Capt,Albrecht G. H.,Crash,_,_,KIA
1964-11-21 00:00:00,_,560230,RF-101C,F-101 Voodoo,Y,TSN,2AD,15TRS,"",_,Ban Seng Phan,/..,_,2,0,3000,450,_,"",Y,LS,LS,,,Moderate 37mm AAA,AAA,_,Capt,Waltz B. L.,Ejection,Major injuries,AA H-34,Recovered
1964-12-01 00:00:00,_,52132640,A-1E,A-1 Skyraider,Y,BHA,34TACG,_,"",_,Not applicable,/..,_,0,0,0,0,Enroute,Right wing,_,SVn,SVn,11.3,106.9,Gunfire,Automatic Weapons,_,1Lt,Roedeman K. P.,Ejection,Minor injuries,u Helo,Recovered
1964-12-31 00:00:00,_,572823,O-1F,O-1 Bird Dog,N,DNG,_,366TFS,"",_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,16.1333333333333,107.9,(Combat associated),Other,_,Capt,McDonald K. C.,Ejection,_,_,MIA
1965-01-12 00:00:00,_,564712,O-1F,O-1 Bird Dog,N,BHA,34TACG,_,"",_,_,/..,_,0,0,0,0,_,Center wing,Y,SVn,SVn,,,Automatic weapons,AAA,_,Capt,Craig T. L.,Crashlanded,Uninjured,_,Recovered
1965-01-13 00:00:00,_,624296,F-105D,F-105 Thunderchief,Y,KRT,18TFW,_,"",_,Bridge,/..,_,2,0,0,0,_,_,_,LS,LS,19.5833333333333,103.666666666667,Heavy 37/57mm AAA (prob.),AAA,_,Capt,Vollmer A.,Ejection,Uninjured,u Helo,Recovered
1965-01-13 00:00:00,_,563510,F-100,F-100 Super Sabre,Y,_,_,_,"",_,Anti-aircraft gun position,/..,_,5,0,0,0,At target,_,_,LS,LS,,,Moderate 37/57mm AAA (prob.),AAA,_,Capt,Ferguson C. L.,Ejection,Uninjured,u Helo,Recovered
1965-01-15 00:00:00,_,572806,O-1F,O-1 Bird Dog,N,BHA,34TACG,_,"",_,_,/..,_,0,0,0,0,_,Left wing,Y,SVn,SVn,,,Gunfire,Automatic Weapons,_,Capt,Brown H. L.,Crashlanded,Minor injuries,_,Recovered
1965-02-10 00:00:00,_,52132401,A-1E,A-1 Skyraider,Y,BHA,34TACG,_,"",_,_,/..,_,3,0,0,0,_,Right wing,Y,SVn,Sea,9.56666666666667,106.583333333333,Gunfire,Automatic Weapons,_,Capt,Duggan W. Y.,Crashlanded,Uninjured,u Helo,Recovered
1965-02-19 00:00:00,_,553783,F-100D,F-100 Super Sabre,Y,DNG,401TFW,613TFS,"",_,_,/..,_,0,0,0,0,_,_,_,LS,LS,19.5833333333333,103.666666666667,Gunfire,Automatic Weapons,_,Maj,Ronca R. F.,Crash,_,_,KIA
1965-03-02 00:00:00,0500D,614214,F-105D,F-105 Thunderchief,Y,KRT,18TFW,67TFS,"",_,Xom Bang ammunition depot,/..,Level,1,0,20,500,At target,Left wing,N,NVn,NVn,,,Heavy 37mm AAA,AAA,N,Capt,Baird R. V.,Ejection,_,USAF HH43,Recovered
1965-03-02 00:00:00,0732D,552857,F-100D,F-100 Super Sabre,Y,DNG,401TFW,613TFS,"",_,Xom Bang ammunition depot,/10,Level,2,0,200,500,At target,_,Y,NVn,NVn,17.1666666666667,106.75,Heavy barrage 37mm AAA,AAA,_,1Lt,Lockhart H. J. Jr,Ejection,_,_,POW (returned)
1965-03-02 00:00:00,0734D,624325,F-105D,F-105 Thunderchief,Y,KRT,18TFW,_,"",_,Xom Bang ammunition depot,/10,_,2,0,200,500,At target,_,N,Nvn,THL,16.0666666666667,103.666666666667,Heavy AAA (prob.),AAA,N,Capt,Spagnola K. L.,Ejection,Uninjured,USAF Helo,Recovered
1965-03-02 00:00:00,0745D,563150,F-100D,F-100 Super Sabre,Y,TKL,474TFW,428TFS,"",_,Quang Khe Naval ,/10,Level,2,0,200,510,At target,_,Y,NVn,Sea,17.7166666666667,106.566666666667,Heavy automatic weapons,Automatic Weapons,N,Lt,Cullen J. A.,Ejection,Uninjured,USAF Helo,Recovered
1965-03-02 00:00:00,_,624260,F-105D,F-105 Thunderchief,Y,KRT,18TFW,67TFS,"",_,Xom Bang ammunition depot,/10,Pull up,1,0,200,500,At target,Tail,N,NVn,LS,16.7166666666667,106.283333333333,Light 37/57mm AAA (prob.),AAA,N,Maj,Panas G. W.,Ejection,Uninjured,USAF Helo,Recovered
1965-03-11 00:00:00,0850D,533890,B-57,B-57 Canberra,Y,BHA,405FW,8TBS,"",_,VietCong position,/..,_,0,0,0,0,At target,Aft fuselage,Y,SVn,SVn,14.4166666666667,108.416666666667,Gunfire,Automatic Weapons,_,Capt,Mattis W. C.,Ejection,_,_,KIA
1965-03-21 00:00:00,_,52132649,A-1E,A-1 Skyraider,Y,BHA,34TACG,_,"",_,_,/..,_,0,0,0,0,_,Fuselage,Y,SVn,SVn,10.05,105.766666666667,Gunfire (poss. combat associated),Automatic Weapons,_,Capt,Campbell W. H.,Crashlanded,_,_,KIA
1965-03-22 00:00:00,_,624233,F-105D,F-105 Thunderchief,Y,KRT,18TFW,_,"",_,Vinh Son radar site,/..,_,0,0,0,0,At target,Aft fuselage,Y,NVn,Sea,17.9666666666667,106.533333333333,Moderate 14.5mm AAA (prob.),AAA,N,LtCol,Risner R.,Ejection,Minor injuries,USAF Helo,Recovered
1965-03-31 00:00:00,0300D,552906,F-100D,F-100 Super Sabre,Y,DNG,401TFW,613TFS,"",_,Route 12,1000/6,_,0,0,1200,0,At target,Right wing,Y,NVn,LS,17.2833333333333,105.75,Light automatic weapons,Automatic Weapons,_,Capt,Bigoness R. A.,Ejection,Minor injuries,USAF Helo,Recovered
1965-04-03 00:00:00,0600D,553625,F-100D,F-100 Super Sabre,Y,DNG,401TFW,613TFS,"",_,Thanh Hoa RR and highway bridge,/7,Dive,2,0,0,0,At target,_,_,NVn,NVn,,,Heavy 57mm AAA (prob. combat associated),AAA,_,1Lt,Smith G. C.,_,_,_,KIA
1965-04-03 00:00:00,0740D,560075,RF-101C,F-101 Voodoo,Y,_,_,45TRS,"",_,Radar site BDA,/3,_,0,0,0,0,_,_,_,NVn,NVn,18.8833333333333,105.233333333333,Gunfire (poss. combat associated),Automatic Weapons,_,Capt,Morgan H. S.,_,_,_,POW (returned)
1965-04-04 00:00:00,0300D,624217,F-105D,F-105 Thunderchief,Y,KRT,18TFW,_,"",_,Thanh Hoa RR and highway bridge,/5,_,0,0,0,0,At target,_,Y,NVn,NVn,,,Gunfire,Automatic Weapons,_,Capt,Harris C. S.,Ejection,_,_,POW (returned)
1965-04-04 00:00:00,0330D,591754,F-105D,F-105 Thunderchief,Y,KRT,355TFW,_,"",_,Thanh Hoa RR and highway bridge,3000/3,Orbit,0,0,0,0,At target,_,N,NVn,Sea,16.05,108.2,MiG cannon fire (prob. MiG-17),MiG,N,Maj,Bennett F. E.,Ejection,_,_,KIA
1965-04-04 00:00:00,0330D,591764,F-105D,F-105 Thunderchief,Y,KRT,355TFW,_,"",_,Thanh Hoa RR and highway bridge,3000/3,Orbit,0,0,0,0,At target,Left fuselage,N,NVn,NVn,19.4666666666667,105.95,MiG cannon fire (prob. MiG-17),MiG,_,Capt,Magnusson J. A.,_,_,_,KIA
1965-04-05 00:00:00,_,591742,F-105D,F-105 Thunderchief,Y,KRT,355TFW,_,"",_,Trucks on Route 9E,/..,Strafe,0,20,0,420,At target,_,Y,NVn,NVn,19.4666666666667,104.666666666667,37mm AAA,AAA,N,Capt,Gay T.,Ejection,Uninjured,USAF Helo,Recovered
1965-04-07 00:00:00,0310D,533880,B-57B,B-57 Canberra,Y,BHA,_,8TBS,"",_,Route 7,6000/5,Dive,0,0,0,0,At target,_,_,LS,LS,19.5833333333333,103.783333333333,AAA (prob. combat associated),AAA,_,Capt,Lewis J. W.,_,_,_,MIA
1965-04-17 00:00:00,_,610171,F-105D,F-105 Thunderchief,Y,KRT,23TFW,563TFS,"",_,Mu Gia  supply,/4,Dive,0,35,0,305,At target,_,N,NVn,NVn,,,No defenses (combat associated),Other,_,Capt,Woodworth S. A.,Crash,_,_,KIA
1965-04-17 00:00:00,_,52133886,A-1E,A-1 Skyraider,Y,BHA,2AD,1ACS,"",_,_,/..,Strafe,0,0,0,0,At target,_,_,SVn,SVn,,,Gunfire,Automatic Weapons,_,Capt,Haight L. D.,Crash,Minor injuries,_,Recovered
1965-04-18 00:00:00,_,52132601,A-1E,A-1 Skyraider,Y,BHA,2AD,1ACS,"",_,_,/..,Dive,0,0,0,0,At target,_,Y,SVn,SVn,,,Own bomb (combat associated),Other,p,Capt,Wheeler J. A.,Crash,_,_,KIA
1965-04-29 00:00:00,0458D,560190,RF-101C,F-101 Voodoo,Y,UDN,18TFW,15TRS,"",_,Route 6 BDA,4000/10,Level,1,0,3000,0,At target,_,Y,LS,LS,20.4666666666667,104.033333333333,AAA,AAA,_,Capt,Shelton C. E.,Ejection,_,_,POW
1965-05-06 00:00:00,0500D,560045,RF-101C,F-101 Voodoo,Y,TSN,_,45TRS,"",_,Vinh Le barracks BDA,1500/10,Level,1,0,200,420,At target,_,_,NVn,NVn,17.05,107.016666666667,Gunfire,Automatic Weapons,_,Capt,Stubberfield R. A.,_,_,_,KIA
1965-05-07 00:00:00,0730D,591718,F-105D,F-105 Thunderchief,Y,KRT,355TFW,354TFS,"",_,Thanh Hoa RR and highway bridge,/25,Dive,0,40,4500,0,At target,Right wing,Y,NVn,NVn,19.75,106.166666666667,Gunfire,Automatic Weapons,N,Maj,Lambert R. E.,Ejection,Minor injuries,USAF Helo,Recovered
1965-05-09 00:00:00,0850D,624408,F-105D,F-105 Thunderchief,Y,TKL,23TFW,563TFS,"",_,Mu Gia  AAA site,5000/10,Dive,0,0,0,0,At target,_,Y,LS,LS,17.75,105.716666666667,Heavy aimed gunfire,Automatic Weapons,_,Capt,Wistrand R. C.,_,_,_,KIA
1965-05-09 00:00:00,1034Ds,572896,O-1F,O-1 Bird Dog,N,BHA,_,19TASS,"",_,_,/..,Level,0,0,1200,0,_,Engine,N,SVn,SVn,,,Gunfire,Automatic Weapons,N,Capt,Reed L. L.,Crashlanded,Minor injuries,_,Recovered
1965-05-17 00:00:00,0715D,624222,F-105D,F-105 Thunderchief,Y,KRT,18TFW,_,"",_,Route 7,6000/..,Level,0,0,3000,450,At target,Fuselage,Y,NVn,NVn,19.05,104.683333333333,37mm AAA,AAA,N,Capt,Taliaferro J. J.,Ejection,Uninjured,USAF Helo,Recovered
1965-05-18 00:00:00,0200D,591731,F-105D,F-105 Thunderchief,Y,TKL,35TACG,563TFS,"",_,Road,5000/10,Pull up,0,30,3000,0,At target,_,Y,LS,LS,20.45,104.133333333333,Heavy gunfire,Automatic Weapons,_,Capt,Hrdlicka D. L.,Ejection,_,_,POW
1965-05-23 00:00:00,0700D,610054,F-105D,F-105 Thunderchief,Y,KRT,355TFW,354TFS,"",_,Route 74,2000/15,Dive,0,0,1000,0,At target,Fuselage,Y,NVn,NVn,18.65,105.95,Light automatic weapons,Automatic Weapons,N,Maj,Herman R. F.,Ejection,Minor injuries,USAF Helo,Recovered
1965-05-31 00:00:00,0805D,624381,F-105D,F-105 Thunderchief,Y,TKL,_,35TFS,"",_,Thanh Hoa RR and highway bridge,15000/10,Dive,1,40,14000,0,At target,_,Y,NVn,NVn,19.6833333333333,105.75,Gunfire,Automatic Weapons,_,1Lt,Peel R. D.,Ejection,Uninjured,_,POW (returned)
1965-06-05 00:00:00,0750D,610133,F-105D,F-105 Thunderchief,Y,TKL,23TFW,563TFS,"",_,SAR for A4C in Laos,/..,Dive,0,0,4000,0,On station,Right wing,N,LS,THL,17.9166666666667,102.833333333333,Heavy gunfire,Automatic Weapons,N,Capt,Kosko W.,Ejection,Uninjured,_,Recovered
1965-06-08 00:00:00,0927D,624290,F-105D,F-105 Thunderchief,Y,KRT,355TFW,354TFS,"",_,Wooden bridge,5000/10,Pull up,1,0,4000,0,At target,Fuselage,Y,NVn,NVn,18.0833333333333,105.933333333333,Heavy gunfire,Automatic Weapons,N,Capt,Rademacher H.,Ejection,Uninjured,USAF Helo,Recovered
1965-06-08 00:00:00,_,533882,B-57B,B-57 Canberra,Y,TSN,405TFW,13TBS,"",_,_,/..,_,3,0,0,0,At target,_,Y,SVn,SVn,,,Gunfire,Automatic Weapons,N,Capt,Nelson G. F.,Ejection,Uninjured,u Helo,Recovered
1965-06-12 00:00:00,1042D,553702,F-100,F-100 Super Sabre,Y,DNG,401TFW,615TFS,"",Rockets,Gun sites and building,/..,Dive,1,0,0,0,At target,_,_,SVn,SVn,11.5833333333333,106.883333333333,Gunfire,Automatic Weapons,_,Capt,Holland L. T.,Ejection,_,Army Helo,POW (died)
1965-06-13 00:00:00,0005D,553600,F-100,F-100 Super Sabre,Y,DNG,3TFW,416TFS,"",Napalm,_,/..,_,0,0,0,0,At target,_,Y,SVn,SVn,,,Gunfire,Automatic Weapons,N,Capt,Gallardo E. F.,Ejection,Minor injuries,_,Recovered
1965-06-14 00:00:00,0334D,624220,F-105D,F-105 Thunderchief,Y,KRT,18TFW,44TFS,"",_,Ban Xom Lom army barracks,11000/..,Dive,1,40,4000,500,At target,_,Y,NVn,NVn,,,Moderate gunfire,Automatic Weapons,N,Maj,Guarino L. N.,Ejection,Uninjured,_,POW (returned)
1965-06-19 00:00:00,1720N,533910,B-57,B-57 Canberra,Y,TSN,405TFW,8TBS,"",_,Highway bridge,5500/..,_,0,0,0,0,_,_,_,NVn,NVn,,,(Combat associated),Other,_,Capt,Lovelace C. K.,Crash,_,_,KIA
1965-06-20 00:00:00,0310D,640685,F-4C,F-4 Phantom,Y,UBN,15TFW,45TFS,"",_,Son La army barracks,8000/10,Dive,1,45,0,450,At target,_,Y,NVn,NVn,21.3333333333333,104.15,Heavy 37mm AAA,AAA,_,Capt,Briggs C. H.,Ejection,Major injuries,_,Recovered
1965-06-23 00:00:00,0605D,624319,F-105D,F-105 Thunderchief,Y,KRT,355TFW,357TFS,"",_,Concrete bridge,4500/..,Dive,1,10,0,300,At target,Aft fuselage,Y,NVn,NVn,17.8666666666667,105.8,Heavy automatic weapons,Automatic Weapons,N,Maj,Wilson R. W.,Ejection,Uninjured,USAF HH43,Recovered
1965-06-29 00:00:00,0205D,560401,RF-101C,F-101 Voodoo,Y,UDN,18TFW,15TRS,"",_,Son La BDA,12000/10,Level,1,0,1000,0,At target,"",Y,NVn,NVn,21.3333333333333,103.916666666667,Moderate AAA,AAA,_,Capt,Lindsey M. N.,_,_,_,KIA
1965-06-29 00:00:00,_,533895,B-57,B-57 Canberra,Y,TSN,405FW,8TBS,"",_,_,/..,_,0,0,0,0,_,Left wing,Y,SVn,SVn,,,Gunfire,Automatic Weapons,_,Capt,Chambers S. P. III,Crash,_,_,KIA
1965-06-29 00:00:00,_,560937,F-104,F-100 Super Sabre,Y,DNG,_,476TFS,"",_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,14.5,107.916666666667,Gunfire,Automatic Weapons,N,Capt,Cole R.,Ejection,Injured,Army Helo,Recovered
1965-06-29 00:00:00,_,560937,F-104,F-104 Starfighter,Y,DNG,_,476TFS,"",_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,14.5,107.916666666667,Gunfire,Automatic Weapons,N,Capt,Cole R.,Ejection,Injured,Army Helo,Recovered
1965-06-30 00:00:00,_,564649,O-1F,O-1 Bird Dog,N,BHA,_,34CAMRON,"",_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,,,Gunfire,Automatic Weapons,_,Capt,Windle P. R.,Crash,_,_,KIA
1965-07-06 00:00:00,2357D,624232,F-105D,F-105 Thunderchief,Y,KRT,18TFW,12TFS,"",_,Bridge,12000/7,Pull up,1,0,5000,450,At target,Fuselage,Y,NVn,NVn,18.4166666666667,105.816666666667,Automatic weapons,AAA,_,Capt,Williamson D. I.,Ejection,_,_,MIA
1965-07-21 00:00:00,_,563334,F-100,F-100 Super Sabre,Y,BHA,27TFW,481TFS,"",_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,10.5833333333333,106.9,Gunfire,Automatic Weapons,_,Capt,Parker J. T.,Ejection,Minor injuries,Army Helo,Recovered
1965-07-22 00:00:00,_,52132414,A-1E,A-1 Skyraider,Y,BHA,_,6251CAMRON,"",Napalm,_,/..,_,2,0,0,0,At target,_,_,SVn,SVn,,,Gunfire,Automatic Weapons,_,Capt,Chase O. C. Jr,Crash,_,u Helo,KIA
1965-07-22 00:00:00,_,560908,F-104,F-104 Starfighter,Y,DNG,_,436TFS,"",_,_,/..,_,0,0,0,0,_,Left fuselage,N,SVn,SVn,,,Gunfire,Automatic Weapons,_,Capt,Blakeley R. J.,Crash,_,_,KIA
1965-07-22 00:00:00,_,564218,O-1F,O-1 Bird Dog,N,NTR,_,6253CSQ,"",_,_,/..,Pull up,0,0,0,0,At target,_,_,SVn,SVn,,,Gunfire,Automatic Weapons,_,Capt,Geiger F. E.,Crash,_,_,KIA
1965-07-24 00:00:00,0400D,624373,F-105D,F-105 Thunderchief,Y,TKL,6441TFW,80TFS,"",_,RESCAP for USN aircraft,3000/..,Climb,0,0,3000,350,On station,Fuselage,Y,LS,LS,16.4666666666667,106.566666666667,Light 37mm AAA,AAA,N,Maj,McClelland W.,Ejection,Uninjured,USAF Helo,Recovered
1965-07-24 00:00:00,0855D,637599,F-4C,F-4 Phantom,Y,UBN,15TFW,47TFS,"",_,Lang Chi munitions factory,/..,Level,0,0,23000,420,Enroute,_,Y,NVn,NVn,21.1166666666667,105.15,SAM,SAM,_,Capt,Fobair R. H.,Ejection,_,_,KIA
1965-07-27 00:00:00,0703D,624257,F-105D,F-105 Thunderchief,Y,TKL,23TFW,563TFS,"",_,Hanoi SAM site no.7,/15,_,0,0,0,0,At target,_,Y,NVn,NVn,21.0666666666667,105.3,Heavy automatic weapons/37mm AAA (prob.),AAA,_,Capt,Kosko W. B.,Ejection,_,_,MIA
